qwen3-32b-fp8-vllm-0436-0-vllmdecodeworkergpu05-f6lfj	decode	192.168.12.164	19090
qwen3-32b-fp8-vllm-0436-0-vllmdecodeworkergpu05-tlsjm	decode	192.168.12.157	19090
qwen3-32b-fp8-vllm-0436-0-vllmdecodeworkergpu06-mvwp6	decode	192.168.63.142	19090
qwen3-32b-fp8-vllm-0436-0-vllmdecodeworkergpu06-zrbbj	decode	192.168.63.150	19090
qwen3-32b-fp8-vllm-0436-0-vllmprefillworkergpu05-mv9jn	prefill	192.168.12.182	19090
qwen3-32b-fp8-vllm-0436-0-vllmprefillworkergpu05-zrfwg	prefill	192.168.12.146	19090
qwen3-32b-fp8-vllm-0436-0-vllmprefillworkergpu06-kf7nd	prefill	192.168.63.152	19090
qwen3-32b-fp8-vllm-0436-0-vllmprefillworkergpu06-z28p4	prefill	192.168.63.131	19090
