qwen3-32b-fp8-vllm-bb66-0-vllmdecodeworkergpu05-4p4d8	decode	192.168.12.184	19090
qwen3-32b-fp8-vllm-bb66-0-vllmdecodeworkergpu05-qbz99	decode	192.168.12.186	19090
qwen3-32b-fp8-vllm-bb66-0-vllmdecodeworkergpu06-mtpsp	decode	192.168.63.155	19090
qwen3-32b-fp8-vllm-bb66-0-vllmdecodeworkergpu06-w9lft	decode	192.168.63.177	19090
qwen3-32b-fp8-vllm-bb66-0-vllmprefillworkergpu05-5472k	prefill	192.168.12.188	19090
qwen3-32b-fp8-vllm-bb66-0-vllmprefillworkergpu05-r8jcc	prefill	192.168.12.143	19090
qwen3-32b-fp8-vllm-bb66-0-vllmprefillworkergpu06-ctcrq	prefill	192.168.63.159	19090
qwen3-32b-fp8-vllm-bb66-0-vllmprefillworkergpu06-t2jd7	prefill	192.168.63.153	19090
